participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.trust_choice,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
32,9g3f37ip,6414da4319877aa1e31c301b,0,32,32,Thanks,MyPage,2024-03-20 18:14:10.692646,1,,,100.0,32,,0.0,4,1,1,pwzoezhd,,,,,0
33,or9h30wd,5efcce586913680d063d7c5f,0,32,32,Thanks,MyPage,2024-03-20 18:14:11.932974,1,,,150.0,33,,0.0,4,1,1,pwzoezhd,,,,,0
34,q1dzb69z,5d612ae16512d700159face7,0,32,32,Thanks,MyPage,2024-03-20 18:14:11.774945,1,,,100.0,34,,0.0,4,1,1,pwzoezhd,,,,,0
35,dpdyvo0t,5aa3ba9bdbdb470001ef40c7,0,6,32,Intro_SQ,TestPage,2024-03-20 18:14:15.996655,1,,,0.0,35,,0.0,,1,1,pwzoezhd,,,,,0
36,o6udfctd,5c01d3c509e9c70001500b10,0,32,32,Thanks,MyPage,2024-03-20 18:14:17.564614,1,,,100.0,36,,0.0,1,1,1,pwzoezhd,,,,,0
37,xhxs74xh,61632b52ab37a7fde834300f,0,32,32,Thanks,MyPage,2024-03-20 18:14:19.345260,1,,,150.0,37,,0.0,1,1,1,pwzoezhd,,,,,0
38,r8v3rquc,5d3899e31c8fb9001ca6183c,0,32,32,Thanks,MyPage,2024-03-20 18:14:20.273589,1,,,100.0,38,,0.0,2,1,1,pwzoezhd,,,,,0
39,anwefuxl,63bef4ddef5b4d7295effbbd,0,32,32,Thanks,MyPage,2024-03-20 18:14:20.298073,1,,,150.0,39,,0.0,1,1,1,pwzoezhd,,,,,0
40,isbomlnq,6166c0eb123b6e8b34628249,0,32,32,Thanks,MyPage,2024-03-20 18:14:20.537908,1,,,150.0,40,,0.0,1,1,1,pwzoezhd,,,,,0
41,n5r7jps7,63ea7e60bdd3090eb4b0dcc5,0,32,32,Thanks,MyPage,2024-03-20 18:14:21.296899,1,,,150.0,41,,0.0,5,1,1,pwzoezhd,,,,,0
42,in4xxdk1,646f77d9a7d75c8264dba865,0,32,32,Thanks,MyPage,2024-03-20 18:14:21.395273,1,,,150.0,42,,0.0,1,1,1,pwzoezhd,,,,,0
43,atlriyyx,659418d3eaee26bfa4ea8d46,0,6,32,Intro_SQ,TestPage,2024-03-20 18:14:21.697760,1,,,0.0,43,,0.0,,1,1,pwzoezhd,,,,,0
44,14w5uaqy,5700616b8a49c7000d0c73ad,0,32,32,Thanks,MyPage,2024-03-20 18:14:23.524711,1,,,150.0,44,,0.0,4,1,1,pwzoezhd,,,,,0
45,w2wl8xoi,65f3c382e630ca372dfcbff7,0,32,32,Thanks,MyPage,2024-03-20 18:14:24.575625,1,,,150.0,45,,0.0,2,1,1,pwzoezhd,,,,,0
46,v9d0a7du,65d754b51c2c43aa8c7c62a0,0,32,32,Thanks,MyPage,2024-03-20 18:14:25.891384,1,,,150.0,46,,0.0,4,1,1,pwzoezhd,,,,,0
47,2312rfyn,5f80c3b14dc3ba1509305a89,0,32,32,Thanks,MyPage,2024-03-20 18:14:25.970430,1,,,150.0,47,,0.0,1,1,1,pwzoezhd,,,,,0
48,qgwjq4xt,5f048fdc0aea5b0ae3215fc9,0,32,32,Thanks,MyPage,2024-03-20 18:14:27.530607,1,,,200.0,48,,0.0,5,1,1,pwzoezhd,,,,,0
49,90olmsu1,63d7a6a997f03198526a1941,0,20,32,kicked_out,MyPage,2024-03-20 18:14:28.429581,1,,,0.0,49,,0.0,,1,1,pwzoezhd,,,,,0
50,axx66ad7,5f6b8930b9d9530b1b065360,0,32,32,Thanks,MyPage,2024-03-20 18:14:28.994510,1,,,150.0,50,,0.0,2,1,1,pwzoezhd,,,,,0
51,ozbo9g1o,60a7c4434b322876925afaa3,0,32,32,Thanks,MyPage,2024-03-20 18:14:29.349638,1,,,150.0,51,,0.0,2,1,1,pwzoezhd,,,,,0
52,aiv3fvqu,655fb267d98c83d9b05df214,0,32,32,Thanks,MyPage,2024-03-20 18:14:31.821343,1,,,150.0,52,,0.0,1,1,1,pwzoezhd,,,,,0
53,che4ozni,60fed406a332a1fea309d329,0,32,32,Thanks,MyPage,2024-03-20 18:14:33.000496,1,,,150.0,53,,0.0,4,1,1,pwzoezhd,,,,,0
54,h5cj9d2m,65915b8182ff025a05fdd937,0,6,32,Intro_SQ,TestPage,2024-03-20 18:14:42.098713,1,,,0.0,54,,0.0,,1,1,pwzoezhd,,,,,0
55,7uavewq1,5e863db644d87426bbe2e92a,0,32,32,Thanks,MyPage,2024-03-20 18:14:44.028944,1,,,150.0,55,,0.0,1,1,1,pwzoezhd,,,,,0
56,1a292j57,6361483717c4df2ebf189d07,0,8,32,Play_SQ,PairingWaitPage,2024-03-20 18:14:49.279092,1,,,0.0,56,,0.0,,1,1,pwzoezhd,,,,,0
57,h8zuuyx3,5e6fe86f7245355b33d7b045,0,32,32,Thanks,MyPage,2024-03-20 18:15:08.464015,1,,,150.0,57,,0.0,4,1,1,pwzoezhd,,,,,0
58,hlbldk0o,6400d898fba673e3167299c9,0,32,32,Thanks,MyPage,2024-03-20 18:15:17.759479,1,,,100.0,58,,0.0,4,1,1,pwzoezhd,,,,,0
59,42jorwc7,5758a78d768081000631a322,0,32,32,Thanks,MyPage,2024-03-20 18:16:11.024054,1,,,150.0,59,,0.0,5,1,1,pwzoezhd,,,,,0
60,6uh6r2za,60477705b440ae26c4aaf5bb,0,32,32,Thanks,MyPage,2024-03-20 18:16:43.628451,1,,,100.0,60,,0.0,1,1,1,pwzoezhd,,,,,0
61,4ufktymb,65c638efeb5c7fba9738758b,0,32,32,Thanks,MyPage,2024-03-20 18:16:45.736447,1,,,150.0,61,,0.0,4,1,1,pwzoezhd,,,,,0
62,kha91wdd,58a229e74d580c0001e0a766,0,32,32,Thanks,MyPage,2024-03-20 18:18:30.346891,1,,,100.0,62,,0.0,4,1,1,pwzoezhd,,,,,0
63,8cv3xxws,5ee5e3b02eebe932ee9559c5,0,32,32,Thanks,MyPage,2024-03-20 18:19:16.840584,1,,,200.0,63,,0.0,2,1,1,pwzoezhd,,,,,0
64,ojgh49wf,65cbc27063ac644fa7970aaa,0,32,32,Thanks,MyPage,2024-03-20 18:22:30.326525,1,,,50.0,64,,0.0,1,1,1,pwzoezhd,,,,,0
65,gixj6xk9,5c40e7d99d27f00001159a65,0,32,32,Thanks,MyPage,2024-03-20 18:24:42.402928,1,,,150.0,65,,0.0,2,1,1,pwzoezhd,,,,,0
66,hmzsaowa,5f0d2ad60ad0d6730c380b05,0,32,32,Thanks,MyPage,2024-03-20 18:24:46.097966,1,,,100.0,66,,0.0,1,1,1,pwzoezhd,,,,,0
67,imuax3gv,65d2f996341d070378ca56ec,0,32,32,Thanks,MyPage,2024-03-20 18:24:48.158274,1,,,150.0,67,,0.0,4,1,1,pwzoezhd,,,,,0
68,4456qcuj,5a84f454ae9a0b0001a9e4e5,0,32,32,Thanks,MyPage,2024-03-20 18:24:48.747048,1,,,150.0,68,,0.0,4,1,1,pwzoezhd,,,,,0
69,4hxgt8bb,65c25e3de8b230c294f2b32c,0,6,32,Intro_SQ,TestPage,2024-03-20 18:24:48.753922,1,,,0.0,69,,0.0,,1,1,pwzoezhd,,,,,0
70,2sdvpisd,6175e05636b79082f8d345c5,0,32,32,Thanks,MyPage,2024-03-20 18:24:51.220680,1,,,150.0,70,,0.0,4,1,1,pwzoezhd,,,,,0
71,ttwt1yzk,5beccd423b6489000156596f,0,32,32,Thanks,MyPage,2024-03-20 18:24:54.247340,1,,,100.0,71,,0.0,4,1,1,pwzoezhd,,,,,0
72,v5th5ckq,62740cf8e39eba1055ef571b,0,32,32,Thanks,MyPage,2024-03-20 18:24:54.883672,1,,,100.0,72,,0.0,1,1,1,pwzoezhd,,,,,0
73,tcot2czp,63d8352e4565d58f6e88cf09,0,6,32,Intro_SQ,TestPage,2024-03-20 18:24:56.372222,1,,,0.0,73,,0.0,,1,1,pwzoezhd,,,,,0
74,l6g2ovtl,65ed5c04d3445a64eb3c3aff,0,32,32,Thanks,MyPage,2024-03-20 18:24:58.212978,1,,,200.0,74,,0.0,1,1,1,pwzoezhd,,,,,0
75,aq7mbssd,65d942ce4ea2fe978c283416,0,32,32,Thanks,MyPage,2024-03-20 18:24:58.419362,1,,,100.0,75,,0.0,4,1,1,pwzoezhd,,,,,0
76,go8vdes6,60fb534aa3d839c152fa8f36,0,32,32,Thanks,MyPage,2024-03-20 18:24:59.861724,1,,,50.0,76,,0.0,3,1,1,pwzoezhd,,,,,0
77,vt508wj3,63e461c4bdc3693c05d515a1,0,6,32,Intro_SQ,TestPage,2024-03-20 18:25:01.342845,1,,,0.0,77,,0.0,,1,1,pwzoezhd,,,,,0
78,wc8tftyo,64a0240af7461068d2e1e1c0,0,32,32,Thanks,MyPage,2024-03-20 18:25:01.830302,1,,,100.0,78,,0.0,5,1,1,pwzoezhd,,,,,0
79,af9kogwa,62728884995a1a76605d0214,0,32,32,Thanks,MyPage,2024-03-20 18:25:02.264986,1,,,100.0,79,,0.0,3,1,1,pwzoezhd,,,,,0
80,1yb146ae,6483f9ebf7986bdbdbc0598c,0,6,32,Intro_SQ,TestPage,2024-03-20 18:25:03.734054,1,,,0.0,80,,0.0,,1,1,pwzoezhd,,,,,0
81,j4kvrnen,5dd42e7f35cf744223c60d1b,0,32,32,Thanks,MyPage,2024-03-20 18:25:06.656679,1,,,150.0,81,,0.0,1,1,1,pwzoezhd,,,,,0
82,61pdygnn,63d29a1e50cf0f82998d2564,0,32,32,Thanks,MyPage,2024-03-20 18:25:06.905368,1,,,200.0,82,,0.0,1,1,1,pwzoezhd,,,,,0
83,eq9gluo1,5f1231fe9e2ee916995196d8,0,32,32,Thanks,MyPage,2024-03-20 18:25:06.719827,1,,,100.0,83,,0.0,1,1,1,pwzoezhd,,,,,0
84,ge35anhj,62d59a066ee263bb659aa445,0,6,32,Intro_SQ,TestPage,2024-03-20 18:25:06.935909,1,,,0.0,84,,0.0,,1,1,pwzoezhd,,,,,0
85,8bywnj3v,63220fb95b15e676e19d7af8,0,32,32,Thanks,MyPage,2024-03-20 18:25:08.762072,1,,,150.0,85,,0.0,2,1,1,pwzoezhd,,,,,0
86,at13mdyd,63671bfc81a5eca4218b6417,0,32,32,Thanks,MyPage,2024-03-20 18:25:10.196529,1,,,150.0,86,,0.0,2,1,1,pwzoezhd,,,,,0
87,oz0ownu3,63686d18c3ed2b47b0bc5d21,0,32,32,Thanks,MyPage,2024-03-20 18:25:11.119873,1,,,150.0,87,,0.0,4,1,1,pwzoezhd,,,,,0
88,dve375y8,652006858bb3d4e2d080c759,0,32,32,Thanks,MyPage,2024-03-20 18:25:16.070572,1,,,200.0,88,,0.0,3,1,1,pwzoezhd,,,,,0
89,xozxacyt,5d012930cfeb82001817c9c9,0,32,32,Thanks,MyPage,2024-03-20 18:25:15.534682,1,,,50.0,89,,0.0,1,1,1,pwzoezhd,,,,,0
90,lqmf8hto,5dd6a565f30aa662cba3d8de,0,32,32,Thanks,MyPage,2024-03-20 18:25:16.972780,1,,,150.0,90,,0.0,4,1,1,pwzoezhd,,,,,0
91,4tdbjuza,65b284df91ee570e25ba50a3,0,32,32,Thanks,MyPage,2024-03-20 18:25:17.703098,1,,,50.0,91,,0.0,1,1,1,pwzoezhd,,,,,0
92,pda9j9em,622a0d9a4f5132ad78e5f1b6,0,4,32,Intro_SQ,GameIntroPage,2024-03-20 18:25:18.221014,1,,,0.0,92,,0.0,,1,1,pwzoezhd,,,,,0
93,ds9bwa8f,603ecd847a63f50124aa5822,0,4,32,Intro_SQ,GameIntroPage,2024-03-20 18:25:20.237852,1,,,0.0,93,,0.0,,1,1,pwzoezhd,,,,,0
94,pgzod3xb,612fa6644526903f736cf925,0,32,32,Thanks,MyPage,2024-03-20 18:25:20.373502,1,,,150.0,94,,0.0,4,1,1,pwzoezhd,,,,,0
95,i9flnr6c,5c95493ddd325800166f838a,0,32,32,Thanks,MyPage,2024-03-20 18:25:21.001740,1,,,100.0,95,,0.0,4,1,1,pwzoezhd,,,,,0
96,y3kods2b,5a07a6af002e1800019d6aab,0,32,32,Thanks,MyPage,2024-03-20 18:25:21.169054,1,,,150.0,96,,0.0,2,1,1,pwzoezhd,,,,,0
97,jlccd2b7,5b5c3b266b25590001778ea1,0,32,32,Thanks,MyPage,2024-03-20 18:25:22.023388,1,,,100.0,97,,0.0,2,1,1,pwzoezhd,,,,,0
98,olu4uq29,65cb9647cc2e13efe96b4cf0,0,32,32,Thanks,MyPage,2024-03-20 18:25:23.125642,1,,,150.0,98,,0.0,1,1,1,pwzoezhd,,,,,0
99,2whhaos7,645466e1bd17070ac5692eaf,0,6,32,Intro_SQ,TestPage,2024-03-20 18:25:24.447496,1,,,0.0,99,,0.0,,1,1,pwzoezhd,,,,,0
100,08y8qq2j,65cb89ff41f626287ba0d83e,0,32,32,Thanks,MyPage,2024-03-20 18:25:24.441454,1,,,150.0,100,,0.0,3,1,1,pwzoezhd,,,,,0
101,ufbaxea9,5ee232f2b970662cfa352567,0,32,32,Thanks,MyPage,2024-03-20 18:25:28.556588,1,,,150.0,101,,0.0,2,1,1,pwzoezhd,,,,,0
102,ln27opx7,612b86da38f96808af7bb1da,0,32,32,Thanks,MyPage,2024-03-20 18:25:30.244583,1,,,50.0,102,,0.0,5,1,1,pwzoezhd,,,,,0
103,auq750d6,6135e00cdb42bb8c6bc32b71,0,32,32,Thanks,MyPage,2024-03-20 18:25:32.562258,1,,,150.0,103,,0.0,2,1,1,pwzoezhd,,,,,0
104,e950py15,64a281f78c5be10f0f28e3ac,0,19,32,not_completed,MyPage,2024-03-20 18:25:54.250436,1,,,0.0,104,,0.0,,1,1,pwzoezhd,,,,,0
105,ael68iiz,652d8a4cd08c6435db58fd9b,0,32,32,Thanks,MyPage,2024-03-20 18:25:44.547701,1,,,150.0,105,,0.0,4,1,1,pwzoezhd,,,,,0
106,occr3zdx,65f4de464a8635751f0c14f2,0,32,32,Thanks,MyPage,2024-03-20 18:25:44.966071,1,,,200.0,106,,0.0,2,1,1,pwzoezhd,,,,,0
107,rm54fs8r,65ce18b63ce930c2ffb8b8e9,0,32,32,Thanks,MyPage,2024-03-20 18:25:52.877699,1,,,100.0,107,,0.0,2,1,1,pwzoezhd,,,,,0
108,ik4ssdcj,65837158eeba09ad03e97f7d,0,32,32,Thanks,MyPage,2024-03-20 18:25:53.094500,1,,,150.0,108,,0.0,5,1,1,pwzoezhd,,,,,0
109,tzurelnh,5a6c8047e70ca900017acdae,0,32,32,Thanks,MyPage,2024-03-20 18:26:34.108521,1,,,50.0,109,,0.0,1,1,1,pwzoezhd,,,,,0
110,62gzrb82,65ca9c729a13f898ae374552,0,32,32,Thanks,MyPage,2024-03-20 18:27:18.871158,1,,,150.0,110,,0.0,2,1,1,pwzoezhd,,,,,0
111,c6q7h0th,638a3fd5992f01b81d0e1e93,0,32,32,Thanks,MyPage,2024-03-20 18:27:21.305014,1,,,150.0,111,,0.0,1,1,1,pwzoezhd,,,,,0
112,kvbhw5sq,657dd710c7afa87088647ea7,0,32,32,Thanks,MyPage,2024-03-20 18:27:30.321331,1,,,150.0,112,,0.0,5,1,1,pwzoezhd,,,,,0
113,cfy5z7na,58ae37d8e6afe00001d36ac9,0,32,32,Thanks,MyPage,2024-03-20 18:30:21.577205,1,,,150.0,113,,0.0,3,1,1,pwzoezhd,,,,,0
114,aaluex4u,57be89f4c7fcbf0001c39491,0,32,32,Thanks,MyPage,2024-03-20 18:32:46.301890,1,,,100.0,114,,0.0,2,1,1,pwzoezhd,,,,,0
115,2zcckvwm,,0,0,32,,,,0,,,0.0,115,,0.0,,1,1,pwzoezhd,,,,,0
116,jshs6qqv,,0,0,32,,,,0,,,0.0,116,,0.0,,1,1,pwzoezhd,,,,,0
117,qcn56v8v,,0,0,32,,,,0,,,0.0,117,,0.0,,1,1,pwzoezhd,,,,,0
118,sk8tuoak,,0,0,32,,,,0,,,0.0,118,,0.0,,1,1,pwzoezhd,,,,,0
119,24jtf771,,0,0,32,,,,0,,,0.0,119,,0.0,,1,1,pwzoezhd,,,,,0
120,izgfafu6,,0,0,32,,,,0,,,0.0,120,,0.0,,1,1,pwzoezhd,,,,,0
121,0cw8jtkd,,0,0,32,,,,0,,,0.0,121,,0.0,,1,1,pwzoezhd,,,,,0
122,klp37f4a,,0,0,32,,,,0,,,0.0,122,,0.0,,1,1,pwzoezhd,,,,,0
123,vstzkhdf,,0,0,32,,,,0,,,0.0,123,,0.0,,1,1,pwzoezhd,,,,,0
124,pyhl4ni0,,0,0,32,,,,0,,,0.0,124,,0.0,,1,1,pwzoezhd,,,,,0
125,atphs8jh,,0,0,32,,,,0,,,0.0,125,,0.0,,1,1,pwzoezhd,,,,,0
126,4bfczuw0,,0,0,32,,,,0,,,0.0,126,,0.0,,1,1,pwzoezhd,,,,,0
127,x1o002l3,,0,0,32,,,,0,,,0.0,127,,0.0,,1,1,pwzoezhd,,,,,0
128,y6h40gba,,0,0,32,,,,0,,,0.0,128,,0.0,,1,1,pwzoezhd,,,,,0
129,p34ovl3x,,0,0,32,,,,0,,,0.0,129,,0.0,,1,1,pwzoezhd,,,,,0
130,pqvq2o2k,,0,0,32,,,,0,,,0.0,130,,0.0,,1,1,pwzoezhd,,,,,0
1,anpt9hu9,63c515f70542e2ff1937031b,0,1,29,Consent_general,ConsentPage,2024-03-20 17:38:24.252870,1,,,0.0,1,,0.0,,1,1,1aii5uj2,,,,,0
2,0x4j1q21,62029a55ef1cb18a1337c61a,0,29,29,Thanks,MyPage,2024-03-20 17:41:40.423630,1,,,150.0,2,,0.0,4,1,1,1aii5uj2,,,,,0
3,o92u9l4v,5b6259be5256470001bd0c6d,0,29,29,Thanks,MyPage,2024-03-20 17:41:47.167399,1,,,200.0,3,,0.0,2,1,1,1aii5uj2,,,,,0
4,ryh4o3f5,5f627a1e4b807f1aa7e35280,0,29,29,Thanks,MyPage,2024-03-20 17:41:47.850885,1,,,50.0,4,,0.0,1,1,1,1aii5uj2,,,,,0
5,3nncr67p,63d83a4301d86333a75c1738,0,29,29,Thanks,MyPage,2024-03-20 17:41:47.939196,1,,,150.0,5,,0.0,4,1,1,1aii5uj2,,,,,0
6,4m60ql96,1J8007jZ1260959759qn5O6Z,0,1,29,Consent_general,ConsentPage,2024-03-20 17:41:49.484132,1,,,0.0,6,,0.0,,1,1,1aii5uj2,,,,,0
7,vpfi2wj7,5f2a12f5837dd81e5881b7cc,0,29,29,Thanks,MyPage,2024-03-20 17:41:49.464980,1,,,100.0,7,,0.0,1,1,1,1aii5uj2,,,,,0
8,uwvktruk,652be55d3d99a68b56fe7d56,0,29,29,Thanks,MyPage,2024-03-20 17:41:49.960958,1,,,150.0,8,,0.0,1,1,1,1aii5uj2,,,,,0
9,rtvsh9uh,63fa2f029381a13d9f2a36a8,0,29,29,Thanks,MyPage,2024-03-20 17:41:50.493497,1,,,150.0,9,,0.0,5,1,1,1aii5uj2,,,,,0
10,yvy1o9ot,1J8E07j3126ml59L5969n6SZ,0,1,29,Consent_general,ConsentPage,2024-03-20 17:41:52.679126,1,,,0.0,10,,0.0,,1,1,1aii5uj2,,,,,0
11,u7q1057e,5b72d3f8afce7600019fe275,0,29,29,Thanks,MyPage,2024-03-20 17:41:57.220141,1,,,50.0,11,,0.0,1,1,1,1aii5uj2,,,,,0
12,zkckijar,5bcd315d0f10750001d7f22e,0,29,29,Thanks,MyPage,2024-03-20 17:41:57.333499,1,,,100.0,12,,0.0,1,1,1,1aii5uj2,,,,,0
13,z99qwqpd,63386e75b02c4d7013c1198b,0,29,29,Thanks,MyPage,2024-03-20 17:41:58.686089,1,,,150.0,13,,0.0,1,1,1,1aii5uj2,,,,,0
14,5dumrn30,5efa7432ebc08a170f0aa15f,0,29,29,Thanks,MyPage,2024-03-20 17:41:59.338964,1,,,150.0,14,,0.0,2,1,1,1aii5uj2,,,,,0
15,s1pgrtk8,5608a73fd7def20012b7389d,0,29,29,Thanks,MyPage,2024-03-20 17:41:59.402000,1,,,100.0,15,,0.0,2,1,1,1aii5uj2,,,,,0
16,8hsyxl1o,55dbdc9d50a1f7001190d753,0,29,29,Thanks,MyPage,2024-03-20 17:41:59.539708,1,,,50.0,16,,0.0,2,1,1,1aii5uj2,,,,,0
17,3tgqhcev,65c2052576646afc7d0472d8,0,29,29,Thanks,MyPage,2024-03-20 17:42:02.004999,1,,,100.0,17,,0.0,1,1,1,1aii5uj2,,,,,0
18,bsaiubym,5ccb779b2c4e1f00159333ea,0,29,29,Thanks,MyPage,2024-03-20 17:42:02.162022,1,,,200.0,18,,0.0,2,1,1,1aii5uj2,,,,,0
19,qm0skt56,65b98fe25e75b5acc3f44626,0,29,29,Thanks,MyPage,2024-03-20 17:42:06.750718,1,,,50.0,19,,0.0,4,1,1,1aii5uj2,,,,,0
20,dyg52pig,5bec5b873ffbad0001e8b968,0,29,29,Thanks,MyPage,2024-03-20 17:42:08.502970,1,,,200.0,20,,0.0,1,1,1,1aii5uj2,,,,,0
21,q9yvt2sr,5c3d07a85a994b0001c10bb2,0,29,29,Thanks,MyPage,2024-03-20 17:42:08.600820,1,,,50.0,21,,0.0,1,1,1,1aii5uj2,,,,,0
22,ohs8eyfb,63f78071721a6cacdd63d835,0,6,29,Intro_ST,TestPage,2024-03-20 17:42:08.757296,1,,,0.0,22,,0.0,,1,1,1aii5uj2,,,,,0
23,hqxxi3hw,5d3221b8eb6cfa0001950113,0,29,29,Thanks,MyPage,2024-03-20 17:42:09.785286,1,,,50.0,23,,0.0,1,1,1,1aii5uj2,,,,,0
24,3dvipktt,6304b7a752adde130e57bddf,0,16,29,not_completed,MyPage,2024-03-20 17:42:10.668153,1,,,0.0,24,,0.0,,1,1,1aii5uj2,,,,,0
25,3pxfyzca,5e1f7b2a4c9b832b34e7c9d3,0,29,29,Thanks,MyPage,2024-03-20 17:42:12.781815,1,,,200.0,25,,0.0,4,1,1,1aii5uj2,,,,,0
26,ksghwo71,60e4c09a4b30f16f5a1053e7,0,29,29,Thanks,MyPage,2024-03-20 17:42:15.263225,1,,,150.0,26,,0.0,2,1,1,1aii5uj2,,,,,0
27,2vv3p6gr,64776e3beba1085215214ec0,0,29,29,Thanks,MyPage,2024-03-20 17:42:18.146030,1,,,100.0,27,,0.0,2,1,1,1aii5uj2,,,,,0
28,xips3zsz,65cc0f39dfeb09215a6c4d0d,0,29,29,Thanks,MyPage,2024-03-20 17:42:21.168973,1,,,200.0,28,,0.0,4,1,1,1aii5uj2,,,,,0
29,pelpz8kl,62d86c63e2966588c71b9ff2,0,29,29,Thanks,MyPage,2024-03-20 17:42:21.956297,1,,,150.0,29,,0.0,2,1,1,1aii5uj2,,,,,0
30,8xh9weui,659ea3d1b0bc2e686e6aef35,0,29,29,Thanks,MyPage,2024-03-20 17:42:22.387857,1,,,100.0,30,,0.0,5,1,1,1aii5uj2,,,,,0
31,ueo31t4g,60079f45348bb62bdcd363ff,0,6,29,Intro_ST,TestPage,2024-03-20 17:42:22.902735,1,,,0.0,31,,0.0,,1,1,1aii5uj2,,,,,0
32,1szjyw88,5bcc60b95c2b810001dc68e2,0,29,29,Thanks,MyPage,2024-03-20 17:42:23.395060,1,,,150.0,32,,0.0,3,1,1,1aii5uj2,,,,,0
33,5ltfqaza,65e150a2cca2780f6d77dfa6,0,29,29,Thanks,MyPage,2024-03-20 17:42:24.656642,1,,,50.0,33,,0.0,1,1,1,1aii5uj2,,,,,0
34,w47pik8z,65c10f898294498f2342fd89,0,29,29,Thanks,MyPage,2024-03-20 17:42:26.649660,1,,,200.0,34,,0.0,3,1,1,1aii5uj2,,,,,0
35,cm0lesnp,65f31ae2cdcc56276a223828,0,4,29,Intro_ST,GameIntroPage,2024-03-20 17:42:26.978297,1,,,0.0,35,,0.0,,1,1,1aii5uj2,,,,,0
36,dkvd0gi4,65a007f925c57b5873d500f7,0,29,29,Thanks,MyPage,2024-03-20 17:42:27.127342,1,,,50.0,36,,0.0,2,1,1,1aii5uj2,,,,,0
37,9mfbtlto,56e8bf5a870a8e000b4a8d6e,0,29,29,Thanks,MyPage,2024-03-20 17:42:28.020201,1,,,100.0,37,,0.0,5,1,1,1aii5uj2,,,,,0
38,73toy05o,65627e7e7b17879c112071aa,0,29,29,Thanks,MyPage,2024-03-20 17:42:28.514240,1,,,200.0,38,,0.0,2,1,1,1aii5uj2,,,,,0
39,saqnie4b,5aac0d5a2ffc31000107bcb6,0,29,29,Thanks,MyPage,2024-03-20 17:42:28.941263,1,,,200.0,39,,0.0,2,1,1,1aii5uj2,,,,,0
40,6wkt8ljc,65aa84378692cf702bea51b1,0,29,29,Thanks,MyPage,2024-03-20 17:42:31.161248,1,,,200.0,40,,0.0,2,1,1,1aii5uj2,,,,,0
41,92rbqa7r,6345bfdce5f06f5b4ee98ea8,0,29,29,Thanks,MyPage,2024-03-20 17:42:31.364139,1,,,150.0,41,,0.0,1,1,1,1aii5uj2,,,,,0
42,tvvclnu7,610780a29b8f39b988aedf57,0,6,29,Intro_ST,TestPage,2024-03-20 17:42:31.842086,1,,,0.0,42,,0.0,,1,1,1aii5uj2,,,,,0
43,fsn99yx6,5a4bf09053a4560001ba0ebf,0,29,29,Thanks,MyPage,2024-03-20 17:42:32.023560,1,,,200.0,43,,0.0,2,1,1,1aii5uj2,,,,,0
44,cmr55ui2,608f2bae0ee0a74455533e4c,0,29,29,Thanks,MyPage,2024-03-20 17:42:36.274347,1,,,50.0,44,,0.0,1,1,1,1aii5uj2,,,,,0
45,qgwqqfx0,6369700320bc7dd22e733009,0,29,29,Thanks,MyPage,2024-03-20 17:42:37.473196,1,,,200.0,45,,0.0,4,1,1,1aii5uj2,,,,,0
46,yc5k1in4,5fb41cbb6ab13204137b931e,0,29,29,Thanks,MyPage,2024-03-20 17:42:39.416631,1,,,150.0,46,,0.0,4,1,1,1aii5uj2,,,,,0
47,6vmkul1j,65e60560d30080973c97b387,0,29,29,Thanks,MyPage,2024-03-20 17:42:42.429214,1,,,50.0,47,,0.0,1,1,1,1aii5uj2,,,,,0
48,8nq1ea8e,65c12143b109e591c2192ade,0,29,29,Thanks,MyPage,2024-03-20 17:42:45.527228,1,,,150.0,48,,0.0,1,1,1,1aii5uj2,,,,,0
49,waykxl3j,64666d2ac5eef6c2edef35c0,0,29,29,Thanks,MyPage,2024-03-20 17:42:50.405420,1,,,100.0,49,,0.0,1,1,1,1aii5uj2,,,,,0
50,kv3bei93,5f46cd85e858dd0a24269315,0,29,29,Thanks,MyPage,2024-03-20 17:42:49.705151,1,,,100.0,50,,0.0,1,1,1,1aii5uj2,,,,,0
51,lbycgb6i,65ec325ffdf900c69d899eae,0,29,29,Thanks,MyPage,2024-03-20 17:42:50.270164,1,,,100.0,51,,0.0,2,1,1,1aii5uj2,,,,,0
52,q9gn4fj3,6007a7996fbeef04ce080f90,0,29,29,Thanks,MyPage,2024-03-20 17:42:57.602899,1,,,100.0,52,,0.0,4,1,1,1aii5uj2,,,,,0
53,0qi7wf7o,5d16d17119d2ed0015e21360,0,29,29,Thanks,MyPage,2024-03-20 17:43:27.925291,1,,,150.0,53,,0.0,1,1,1,1aii5uj2,,,,,0
54,z7dddpb8,5d2deed49e70710018fde9e8,0,29,29,Thanks,MyPage,2024-03-20 17:43:47.676563,1,,,100.0,54,,0.0,2,1,1,1aii5uj2,,,,,0
55,4xbk7u5y,65ce24ef16bb961d68282b1d,0,6,29,Intro_ST,TestPage,2024-03-20 17:44:09.651741,1,,,0.0,55,,0.0,,1,1,1aii5uj2,,,,,0
